ID,OffID,Pop,Fruit,Selfed,Hac_C7,Hac_D1,Hb_B9,Hb_C115,Hac_C114,Hac_B6,Hac_B4,Hac_A103,Hac_A116,Hc_C7,Hc_C126
32A,5,32,32A4,No,219:222,180:183,357:360,276:291,372:372,285:285,240:255,194:204,302:302,345:354,249:270
32A,6,32,32A5,No,219:225,180:183,357:357,276:276,372:372,285:285,237:252,190:190,302:302,354:354,249:249
32A,7,32,32A6,No,219:225,180:183,357:360,276:288,372:372,285:285,252:255,190:194,302:302,345:345,249:270
32A,8,32,32A7,No,219:225,180:183,348:357,276:297,372:372,285:285,240:258,186:190,302:302,348:354,249:249
32A,9,32,32A8,No,219:225,180:180,357:357,276:276,372:372,285:285,237:240,194:194,302:302,342:345,249:249
32B,0,32,NA,No,225:225,183:189,348:354,276:285,372:372,285:285,237:240,190:190,302:302,345:345,249:249
32B,1,32,32B1,No,225:225,180:183,348:360,276:303,372:372,285:291,240:252,190:194,302:302,342:345,249:249
32B,2,32,32B2,No,219:225,180:183,348:354,276:291,372:375,285:288,240:252,190:194,300:302,345:345,249:249
32B,3,32,32B2,No,219:225,180:183,348:354,276:291,372:375,285:291,240:255,190:194,302:302,345:345,249:249
32B,4,32,32B2,No,225:225,183:183,354:360,285:288,372:372,285:291,237:255,190:194,302:302,345:345,249:270
32B,5,32,32B3,No,219:225,183:183,348:357,276:285,372:372,285:285,240:243,190:200,302:302,345:345,249:249
32B,6,32,32B3,No,225:225,183:183,348:360,285:288,372:372,285:291,240:252,190:194,302:302,345:345,249:249
32B,7,32,32B4,No,216:225,180:183,354:354,276:288,372:372,285:291,237:255,190:194,302:302,345:351,249:249
32B,8,32,32B4,No,225:225,180:183,348:348,285:288,372:372,285:285,240:252,190:210,302:302,345:345,249:255
32B,9,32,32B4,No,219:225,180:183,342:348,285:288,372:372,285:291,237:255,190:190,302:304,345:357,249:249
32B,10,32,32B5,No,225:225,183:183,348:360,285:297,372:372,285:285,237:240,190:200,300:302,345:354,249:249
32B,11,32,32B5,No,219:225,180:183,342:354,285:288,372:372,285:291,234:240,190:190,302:304,345:351,249:249
32C,0,32,NA,No,225:225,180:183,357:360,291:303,372:372,285:288,240:243,204:210,292:302,342:345,249:249
32C,1,32,32C1,No,219:225,180:183,348:357,291:297,372:372,288:288,240:255,190:204,302:302,345:354,249:249
32C,2,32,32C1,No,225:225,180:183,348:360,297:303,372:375,288:291,240:243,190:210,292:302,342:357,249:249
32C,3,32,32C2,No,219:225,180:183,360:360,285:303,372:372,285:285,240:252,192:204,302:302,342:345,249:249
32C,4,32,32C2,No,219:225,180:180,345:360,279:303,372:372,285:288,243:255,192:210,302:302,342:345,249:249
32C,5,32,32C3,No,225:225,180:183,360:360,276:303,372:372,288:291,240:243,208:210,292:302,345:357,249:249
32C,6,32,32C4,No,216:225,180:180,348:360,291:297,372:372,285:285,243:252,204:210,292:302,345:351,249:249
32C,7,32,32C4,No,225:225,177:180,354:360,288:291,372:372,285:285,240:243,186:204,292:302,345:345,249:249
32C,8,32,32C5,No,219:225,180:183,357:360,285:303,372:372,285:285,252:255,194:204,300:302,345:348,249:249
32C,9,32,32C6,No,219:225,180:189,360:360,282:303,372:372,285:288,243:255,194:210,302:302,342:348,249:270
32C,10,32,32C7,Yes,225:225,180:183,360:360,303:303,372:372,285:285,243:255,204:210,292:292,342:342,249:249
32D,0,32,NA,No,219:219,180:189,360:360,288:297,372:375,285:291,234:243,190:200,302:304,348:348,249:249
32D,1,32,32D1,No,219:225,180:183,360:360,288:291,372:372,285:291,234:243,190:194,302:304,348:357,249:249
32D,2,32,32D2,No,219:225,180:180,354:360,297:297,372:372,291:291,234:252,186:190,300:302,348:348,249:249
32D,3,32,32D2,No,219:225,180:180,354:360,276:297,372:375,291:291,234:255,190:190,302:302,348:348,249:249
32D,4,32,32D2,No,219:219,180:180,348:360,276:288,372:372,285:285,240:243,194:200,302:304,345:348,249:249
32D,5,32,32D3,No,219:225,180:183,357:360,288:297,372:372,285:285,234:255,200:210,302:304,348:351,249:249
32D,6,32,32D3,No,219:219,180:180,NA,285:288,372:372,285:285,240:243,190:194,302:304,345:348,249:249
32D,7,32,32D4,No,219:219,180:183,357:360,288:288,372:375,285:285,243:252,198:200,302:302,348:348,249:249
32D,8,32,32D4,No,210:219,180:180,360:360,276:288,372:375,285:285,237:243,198:200,302:304,345:348,249:270
32D,9,32,32D5,No,219:225,180:180,354:360,285:288,372:375,291:291,234:243,190:190,302:304,345:348,249:249
32D,10,32,32D6,No,219:225,180:183,360:360,276:297,372:375,285:291,237:243,186:200,302:304,348:357,249:249
32E,0,32,NA,No,225:225,180:189,357:357,276:285,372:372,285:291,243:252,194:204,302:304,345:348,249:249
32E,1,32,32E1,No,225:225,180:183,357:360,276:288,372:372,291:291,237:243,202:204,302:308,345:345,249:270
32E,2,32,32E1,No,225:225,180:180,357:357,285:297,372:372,291:291,243:252,194:204,304:304,345:348,249:249
32E,3,32,32E2,No,219:225,180:180,357:357,285:288,372:372,291:291,252:255,192:204,302:304,342:345,249:249
32E,4,32,32E2,No,219:225,180:183,357:360,285:288,372:372,285:285,240:243,194:194,302:304,348:354,249:249
32E,5,32,32E3,No,219:225,180:183,357:357,285:288,372:372,291:291,NA,194:194,302:302,NA,249:249
32E,6,32,32E3,No,219:225,180:183,348:360,285:297,372:372,291:291,243:252,NA,302:302,348:357,249:249
32E,7,32,32E4,No,225:225,180:183,357:357,276:297,372:372,291:291,243:246,194:204,302:302,348:351,249:270
32E,8,32,32E4,No,225:225,180:183,357:360,285:297,372:372,285:291,234:252,194:204,302:304,348:351,249:270
32E,9,32,32E5,No,225:225,180:183,357:357,276:279,372:372,285:291,234:252,190:204,302:302,348:354,249:249
32E,10,32,32E5,No,225:225,180:180,357:360,285:288,372:372,285:291,240:243,194:204,302:302,345:345,249:249
32E,11,32,32E5,No,216:225,180:180,348:357,285:288,372:372,291:291,243:255,194:204,302:302,348:351,249:249
35C,0,35,NA,No,222:225,183:186,360:360,285:297,372:375,291:291,252:255,190:210,302:302,342:348,249:255
35C,1,35,35C2,No,225:225,183:186,360:360,276:285,372:375,285:291,249:252,190:210,302:302,348:348,249:249
35C,2,35,35C3,No,222:225,183:186,357:360,300:300,372:375,291:291,240:252,190:210,292:302,330:342,249:270
35C,3,35,35C3,No,222:225,183:183,360:360,297:297,372:375,285:291,240:252,190:194,292:302,330:348,255:270
35C,4,35,35C4,No,219:222,180:186,348:360,288:297,372:375,285:285,234:252,194:210,302:304,348:351,249:249
35C,5,35,35C5,No,225:225,183:183,357:360,285:297,372:375,291:291,NA,190:192,302:302,348:348,249:249
35C,6,35,35C6,No,219:225,183:186,348:360,276:285,372:372,285:291,246:252,190:190,302:302,342:357,249:255
35C,7,35,35C7,Yes,222:225,183:183,360:360,297:297,372:372,285:291,NA,190:210,302:302,342:342,249:249
35C,8,35,35C8,No,222:225,180:183,360:360,276:285,366:375,285:285,234:255,190:194,300:302,336:348,249:249
35C,9,35,35C9,Yes,222:222,186:186,360:360,285:285,375:375,NA,252:255,190:210,302:302,NA,249:249
35C,10,35,35C9,No,222:222,180:183,360:360,285:297,372:372,291:291,249:255,190:190,302:302,348:348,249:249
35D,0,35,NA,No,222:225,180:183,357:360,285:297,372:372,291:291,237:255,190:194,302:302,342:363,249:255
35D,1,35,35D1,No,219:225,180:183,357:357,285:285,372:372,285:291,246:255,190:210,302:302,342:348,249:249
35D,2,35,35D1,No,210:210,180:180,348:360,285:297,372:372,NA,240:255,190:202,294:302,342:351,249:249
35D,3,35,35D1,No,219:225,183:183,348:348,288:297,372:372,291:291,249:252,190:190,302:302,357:363,249:249
35D,4,35,35D2,No,210:225,180:183,348:348,285:288,372:372,285:291,249:255,194:200,294:302,342:342,249:249
35D,5,35,35D2,Yes,NA,180:183,357:357,NA,372:372,291:291,252:255,190:190,302:302,NA,249:255
35D,6,35,35D2,No,210:225,180:180,348:360,276:285,372:372,291:291,252:261,190:202,302:304,351:351,249:249
35D,7,35,35D3,No,225:225,180:183,360:360,297:297,372:372,NA,249:252,190:198,302:304,351:363,249:255
35D,8,35,35D3,No,219:225,180:183,354:360,285:297,372:372,291:291,252:252,190:190,294:294,342:348,249:249
35D,9,35,35D3,No,225:225,183:183,345:360,285:297,372:372,291:291,237:252,190:190,302:304,363:363,255:255
35D,10,35,35D4,No,219:225,180:183,348:360,285:285,372:375,285:291,249:252,190:194,302:304,345:351,249:249
35D,11,35,35D4,No,219:225,180:180,348:360,285:285,372:375,285:291,249:252,190:206,294:302,342:354,249:249
35D,12,35,35D5,No,225:225,180:183,345:360,285:297,372:372,291:291,237:252,190:190,302:302,354:363,249:249
35D,13,35,35D5,Yes,225:225,183:183,360:360,285:285,372:372,291:291,252:255,190:190,302:302,363:363,255:255
35D,14,35,35D5,No,225:225,NA,360:360,297:297,372:372,291:291,234:237,194:194,300:302,342:363,249:255
35D,15,35,35D6,No,225:225,180:183,345:360,297:297,372:372,291:291,237:249,190:192,302:302,351:363,249:255
35D,16,35,35D6,No,225:225,180:183,357:357,276:285,372:372,291:291,237:249,194:200,302:304,363:363,249:249
35D,17,35,35D7,No,219:222,180:183,348:360,285:297,372:372,285:291,240:255,194:194,294:302,351:354,249:249
35D,18,35,35D7,No,210:225,180:180,348:360,285:288,372:372,285:285,231:234,194:194,302:304,342:345,249:249
35D,19,35,35D7,No,219:225,180:183,348:360,285:288,372:375,285:285,249:252,190:190,302:304,336:351,249:249
36A,0,36,NA,No,219:225,183:189,348:360,276:288,372:372,285:291,237:255,192:194,302:304,342:348,249:249
36A,1,36,36A1,No,219:225,183:183,348:348,276:276,372:372,291:291,237:240,194:194,302:302,345:345,249:249
36A,2,36,36A1,No,225:225,183:183,360:360,288:297,372:375,291:291,237:240,194:194,302:304,342:342,249:249
36A,3,36,36A1,No,225:225,183:183,348:357,276:312,372:372,285:285,237:240,194:194,302:304,342:351,249:249
36A,4,36,36A2,No,225:225,180:183,360:360,276:276,372:372,291:291,234:255,192:208,302:302,345:348,249:255
36A,5,36,36A2,No,222:225,180:183,360:360,276:276,372:375,285:285,240:255,194:194,302:302,342:345,249:249
36B,0,36,NA,No,225:225,180:180,348:357,276:288,372:372,285:285,240:252,194:194,302:302,345:351,249:267
36B,1,36,36B1,No,222:225,NA,348:348,288:288,372:372,288:288,NA,194:204,302:302,345:345,249:249
36B,2,36,36B1,Yes,225:225,180:180,357:357,NA,372:372,285:285,240:240,NA,302:302,NA,249:249
36B,3,36,36B1,No,225:225,180:180,357:360,276:288,372:372,285:288,240:252,194:194,302:302,348:351,267:267
36B,4,36,36B2,No,225:225,180:180,357:360,288:288,372:372,285:285,240:240,194:194,302:302,342:345,246:249
36B,5,36,36B2,No,225:225,180:180,357:360,276:288,372:372,285:285,243:252,194:194,302:302,342:345,249:267
36B,6,36,36B3,No,225:225,180:180,348:360,288:288,372:375,285:285,237:240,190:194,302:302,345:345,249:249
36B,7,36,36B3,No,225:225,180:183,357:357,276:276,372:372,NA,252:255,194:202,302:302,345:345,249:249
36B,8,36,36B4,Yes,225:225,180:180,348:357,276:288,372:372,NA,237:240,194:194,302:302,351:351,249:249
36B,9,36,36B4,No,225:225,180:180,357:360,276:288,372:372,285:285,228:252,194:194,302:302,348:351,249:249
36B,10,36,36B5,Yes,225:225,180:180,348:348,276:288,372:372,285:285,240:255,194:194,302:302,345:345,267:267
36B,11,36,36B5,No,225:225,180:183,357:360,276:288,372:372,285:291,249:252,194:198,302:302,351:351,249:255
36C,0,36,NA,No,225:225,180:180,360:360,288:288,372:372,285:291,255:258,194:198,302:306,345:351,249:249
36C,1,36,36C1,No,225:225,180:183,360:360,288:288,372:372,291:291,243:255,194:198,302:302,342:342,249:249
36C,2,36,36C1,No,219:225,177:183,360:360,288:288,372:372,285:291,255:258,194:194,302:302,351:351,249:249
36C,3,36,36C1,No,225:225,180:183,360:360,276:288,372:372,NA,NA,194:194,302:302,345:351,249:249
36C,4,36,36C2,No,225:225,180:180,357:360,276:288,366:372,291:291,237:258,194:198,292:306,351:354,249:249
36C,5,36,36C2,Yes,225:225,180:183,360:360,285:288,372:372,291:291,252:258,194:194,302:302,351:351,249:249
36C,6,36,36C3,Yes,225:225,183:183,360:360,NA,372:372,285:285,228:258,194:194,302:302,348:348,249:249
36C,7,36,36C4,Yes,225:225,180:183,360:360,288:288,372:372,285:291,252:258,194:194,306:306,345:345,249:267
36C,8,36,36C4,No,225:225,NA,360:360,288:288,372:372,291:291,249:252,194:194,302:302,357:357,249:249
36C,9,36,36C4,No,225:225,180:180,348:360,288:288,372:372,NA,255:258,194:194,302:302,345:348,249:249
36C,10,36,36C5,Yes,225:225,180:180,NA,288:288,372:372,NA,NA,194:194,302:302,NA,249:249
36C,11,36,36C5,Yes,225:225,180:180,NA,NA,372:372,285:285,NA,194:194,302:302,NA,249:249
36E,0,36,NA,No,219:225,180:180,357:360,276:285,372:372,285:291,240:243,190:194,302:302,345:348,249:267
36E,1,36,36E1,No,219:225,180:180,NA,NA,372:372,285:291,NA,NA,302:302,NA,249:249
36E,2,36,36E2,No,NA,180:180,360:360,NA,372:372,285:285,NA,NA,302:302,327:327,249:249
36E,3,36,36E2,No,219:222,180:180,348:360,285:285,372:375,291:291,243:246,190:200,302:302,348:360,255:267
36E,4,36,36E3,No,219:219,180:183,357:357,285:285,372:372,NA,NA,NA,302:302,345:348,249:249
36E,5,36,36E3,No,219:225,180:180,360:360,276:285,369:372,NA,243:255,194:202,302:302,345:345,249:249
36E,6,36,36E4,No,219:219,180:183,354:360,276:276,372:372,291:291,243:243,194:194,302:302,342:348,249:249
36E,7,36,36E5,No,219:225,180:180,348:360,285:288,372:372,288:291,240:249,190:202,302:302,345:345,267:267
36E,8,36,36E6,No,225:225,180:183,357:360,276:285,369:372,285:291,237:243,194:194,302:302,345:345,249:267
36E,9,36,36E7,No,225:225,180:180,360:360,285:285,372:375,NA,243:246,194:200,302:302,NA,267:267
36E,10,36,36E7,No,NA,180:183,360:360,NA,372:372,NA,NA,194:194,302:302,345:345,249:249
36E,11,36,36E7,No,225:225,180:180,357:360,276:297,372:372,291:291,237:243,190:194,302:302,354:354,249:267
39B,0,39,NA,No,225:225,180:183,360:363,285:285,372:372,285:288,240:246,190:190,302:302,345:357,249:249
39B,1,39,39B1,No,225:225,180:180,360:360,285:285,372:372,285:285,243:249,190:190,302:302,348:357,249:249
39B,2,39,39B1,Yes,225:225,180:180,360:363,285:285,372:372,285:288,240:249,190:190,302:302,342:357,249:249
39B,3,39,39B1,No,219:225,180:183,360:360,276:285,369:372,285:285,243:249,186:186,302:302,345:348,249:249
39B,4,39,39B2,No,225:225,180:180,357:360,285:297,372:372,285:288,246:252,190:194,302:302,345:348,249:270
39B,5,39,39B2,No,225:225,180:183,357:363,285:285,372:372,285:285,240:252,190:190,302:302,345:348,249:249
39B,6,39,39B2,No,225:225,180:180,363:363,285:297,372:372,285:285,240:252,190:190,302:306,345:348,249:249
39B,7,39,39B3,No,225:225,180:183,357:363,285:285,372:372,285:291,234:246,190:194,302:302,333:357,249:249
39B,8,39,39B3,No,219:225,180:180,363:363,285:297,372:372,288:291,237:240,190:200,302:302,348:357,249:249
39B,9,39,39B4,No,225:225,180:180,363:363,282:288,366:372,288:288,237:240,190:206,302:302,345:357,249:249
39B,10,39,39B4,Yes,225:225,183:183,360:360,285:285,372:372,288:288,243:246,190:190,302:302,345:345,249:249
39B,11,39,39B5,Yes,225:225,180:183,360:360,285:285,372:372,288:288,240:246,190:190,300:302,345:357,249:249
39C,0,39,NA,No,225:225,180:183,354:360,285:288,372:372,288:288,240:252,194:200,302:302,342:345,249:249
39C,1,39,39C1,No,225:225,180:183,357:360,285:288,372:372,288:288,240:252,192:194,302:302,342:348,249:249
39C,2,39,39C1,No,225:225,180:183,360:360,285:288,372:372,288:291,NA,192:192,302:302,342:345,249:249
39C,3,39,39C2,No,225:225,180:180,354:357,285:288,372:372,288:291,237:240,192:194,302:302,345:345,249:249
39C,4,39,39C3,No,225:225,180:189,354:357,288:288,372:372,288:291,249:252,200:200,302:302,NA,249:249
39C,5,39,39C3,No,225:225,180:183,354:360,288:288,372:372,288:291,249:252,194:194,302:302,345:345,249:249
39C,6,39,39C4,No,225:225,180:183,354:354,288:288,372:372,288:291,NA,192:194,302:302,345:348,249:249
39C,7,39,39C4,No,225:225,183:183,354:357,288:288,372:372,288:291,249:252,192:194,302:302,NA,249:249
39C,8,39,39C5,Yes,225:225,180:183,354:354,288:288,372:372,NA,NA,NA,302:302,NA,249:249
39C,9,39,39C5,No,225:225,180:183,360:360,285:297,372:372,285:285,240:252,198:200,302:302,333:342,249:249
39C,10,39,39C6,Yes,225:225,180:180,348:348,285:285,372:372,288:288,240:240,194:200,302:302,345:345,249:249
39C,11,39,39C6,No,225:225,183:183,360:360,285:285,372:372,288:291,228:252,192:194,302:302,342:357,249:249
40A,0,40,NA,No,222:225,180:180,363:363,288:288,372:375,285:291,240:243,200:206,302:302,345:348,249:249
40A,1,40,40A1,Yes,222:225,180:180,360:360,288:300,372:372,291:291,NA,200:200,302:302,345:345,249:249
40A,2,40,40A1,No,222:225,180:180,363:363,285:288,372:372,291:294,243:246,194:200,302:302,348:348,249:267
40A,3,40,40A1,No,222:225,180:183,357:363,288:297,372:372,291:291,240:252,186:200,302:302,345:348,249:267
40A,4,40,40A2,No,222:225,180:183,357:363,288:288,372:375,285:285,243:243,194:200,302:302,345:345,249:249
40A,5,40,40A2,No,222:222,180:183,357:363,288:288,372:375,285:285,237:240,200:200,302:302,345:345,249:249
40A,6,40,40A3,Yes,222:222,180:180,363:363,288:288,372:372,285:291,243:246,206:206,302:302,348:348,249:249
40A,7,40,40A4,Yes,222:225,180:180,345:363,288:288,375:375,288:291,243:243,206:206,302:302,345:357,249:249
40A,8,40,40A4,Yes,222:222,180:183,360:363,288:288,372:372,291:291,243:246,NA,302:302,345:345,249:249
40A,9,40,40A4,No,225:225,180:180,363:363,273:288,372:372,285:285,237:240,NA,302:302,348:354,249:249
40A,10,40,40A5,No,225:225,180:180,360:360,288:288,372:372,NA,240:240,194:206,302:302,351:351,249:249
40A,11,40,40A5,Yes,225:225,180:180,360:360,288:288,372:372,291:291,NA,198:200,302:302,345:345,249:249
40B,0,40,NA,No,225:225,180:183,348:360,285:288,372:372,285:291,240:243,190:194,292:302,333:357,249:249
40B,1,40,40B1,No,219:225,183:183,360:360,297:297,372:372,285:285,240:240,194:196,292:302,333:354,249:249
40B,2,40,40B2,No,225:225,180:183,360:363,288:288,372:372,285:291,243:246,194:206,302:302,348:357,249:270
40B,3,40,40B3,No,225:225,180:183,348:357,276:276,372:372,285:288,240:249,194:206,302:302,348:357,249:249
40B,4,40,40B4,No,225:225,180:183,345:360,288:288,372:372,285:285,243:249,194:196,302:302,NA,249:249
40B,5,40,40B5,No,225:225,180:183,360:369,288:297,372:372,285:285,240:255,194:196,302:302,351:357,249:270
40B,6,40,40B5,No,225:225,183:183,360:360,276:282,372:372,285:291,243:249,186:194,292:302,333:348,249:249
40C,0,40,NA,No,219:222,183:183,360:360,282:282,372:375,285:285,243:249,192:194,292:292,336:348,249:249
40C,1,40,40C1,No,219:225,180:183,348:348,282:288,372:372,285:285,243:246,NA,292:302,348:348,249:249
40C,2,40,40C1,No,219:225,180:183,360:369,282:288,372:372,285:285,237:240,192:194,292:292,345:348,249:249
40C,3,40,40C2,No,219:222,180:183,357:357,297:297,375:375,285:285,246:249,194:194,292:302,333:348,249:249
40C,4,40,40C3,No,222:222,180:183,357:357,276:282,372:375,291:291,243:246,192:192,292:302,333:348,249:249
40C,5,40,40C3,No,222:225,180:183,360:369,282:288,372:372,285:285,243:246,192:194,292:302,345:348,249:249
40C,6,40,40C3,No,222:225,180:183,360:369,288:288,372:372,285:285,237:240,192:194,292:302,333:345,249:249
40C,7,40,40C4,No,219:222,183:183,360:360,282:288,372:375,288:288,240:246,192:206,292:302,348:348,249:249
40C,8,40,40C4,No,219:225,180:183,357:360,276:282,372:375,285:285,240:249,186:194,292:302,333:351,249:249
40C,9,40,40C4,No,222:225,180:183,357:360,282:288,372:375,285:285,240:249,192:200,292:306,333:348,249:249
40C,10,40,40C5,No,222:225,180:183,348:360,NA,372:372,285:291,249:249,192:192,292:302,348:351,249:255
40C,11,40,40C5,No,222:222,180:183,360:360,288:288,372:372,285:285,240:243,192:192,292:302,336:345,249:249
40D,0,40,NA,No,219:219,183:189,348:360,279:279,372:372,285:288,240:249,194:196,292:302,333:348,249:249
40D,1,40,40D6,No,219:225,180:183,360:360,276:279,372:372,285:291,237:240,186:196,302:302,333:345,249:249
40D,2,40,40D6,No,219:225,180:183,348:360,279:279,372:372,285:291,237:240,196:200,302:306,348:348,249:249
40D,3,40,40D7,No,219:219,180:183,348:348,285:285,372:372,285:285,240:258,194:200,292:292,348:348,249:249
40D,4,40,40D7,No,219:219,180:183,348:363,279:285,372:372,291:291,246:258,194:194,292:292,348:348,249:249
40D,5,40,40D7,No,219:225,180:183,360:363,288:288,372:372,288:288,NA,NA,292:292,333:333,249:249
40D,6,40,40D8,No,219:225,NA,348:348,279:285,372:372,NA,NA,194:194,NA,348:348,249:249
40D,7,40,40D8,No,219:225,183:183,360:360,288:297,372:372,285:285,240:249,186:194,302:302,333:351,249:249
40D,8,40,40D8,No,219:225,183:183,360:360,279:297,372:372,285:285,249:249,194:196,292:302,348:351,249:255
40D,9,40,40D9,No,219:222,183:183,348:357,279:288,372:372,288:288,240:252,194:196,292:308,345:348,249:249
40E,0,40,NA,No,219:225,180:183,357:360,288:297,372:372,288:291,249:252,206:206,292:302,336:345,249:249
40E,1,40,40E1,Yes,NA,183:183,360:360,288:288,372:372,288:291,249:252,206:206,292:302,336:345,249:249
40E,2,40,40E1,Yes,NA,183:183,357:357,297:297,372:372,291:291,249:252,206:206,302:302,336:345,249:249
40E,3,40,40E2,No,222:222,183:183,354:357,288:297,372:372,NA,NA,194:194,302:302,NA,249:249
40E,4,40,40E2,No,225:225,180:183,357:357,288:288,372:372,291:291,249:255,194:206,302:302,345:345,249:249
40E,5,40,40E3,No,225:225,183:183,357:360,288:297,372:372,291:291,237:252,200:206,302:302,336:336,249:249
40E,6,40,40E3,No,NA,180:180,360:363,288:297,372:372,NA,237:240,NA,302:302,345:345,249:249
40E,7,40,40E4,No,219:219,180:183,360:363,288:297,372:372,288:288,249:252,192:206,302:302,345:345,249:249
40E,8,40,40E5,No,234:234,183:183,360:360,276:288,372:372,291:291,243:252,186:206,300:302,336:345,249:249
40E,9,40,40E6,Yes,225:225,180:180,348:360,288:288,372:372,285:291,249:252,206:206,292:292,336:345,249:249
